datasetid,sitename,lon,lat,,,,,,,,,,,
42592,Missouri Lakes South,-106.51555,39.38712,,,,,,,,,,,
42593,Lake Constantine,-106.45562,39.45039,,,,,,,,,,,
42594,Hunky Dory Lake,-106.48398,39.42175,,,,,,,,,,,
42595,American Lake,-106.82979,39.05639,,,,,,,,,,,
42596,Native Lake,-106.45926,39.22523,,,,,,,,,,,
42597,Sopris Lake,-106.50306,39.37132,,,,,,,,,,,
42598,Galena Lake,-106.42021,39.29695,,,,,,,,,,,
42599,Brady Lake,-106.50163,39.36734,,,,,,,,,,,
42600,Bear Lake,-106.41523,39.29641,,,,,,,,,,,
42601,Whitney Lake,-106.45031,39.42638,,,,,,,,,,,
42602,Timberline Lake,-106.47574,39.29839,,,,,,,,,,,
42603,Sellar Lake,-106.58496,39.32323,,,,,,,,,,,
42604,Thomas Lakes South,-107.14066,39.27009,,,,,,,,,,,
42605,Thomas Lakes North,-107.14384,39.27261,,,,,,,,,,,
42606,Eagle Lake (CO),-105.65072,40.21115,,,,,,,,,,,
42607,Hardscrabble Lake,-107.10066,39.23123,,,,,,,,,,,
42608,Crater Lake (CO),-106.96828,39.08476,,,,,,,,,,,
42609,Maroon Lake,-106.94517,39.09681,,,,,,,,,,,
42610,Weller Lake,-106.72106,39.1153,,,,,,,,,,,
42611,Diemer Lake,-106.60696,39.33459,,,,,,,,,,,
42693,Mount Evans Surface Sample 2682 m,-105.61318,39.6971,,,,,,,,,,,
42694,Mount Evans Surface Sample 2743 m,-105.61536,39.69332,,,,,,,,,,,
42695,Mount Evans Surface Sample 2804 m,-105.61477,39.69252,,,,,,,,,,,
42696,Mount Evans Surface Sample 2865 m,-105.61139,39.68726,,,,,,,,,,,
42697,Mount Evans Surface Sample 2926 m,-105.61004,39.67733,,,,,,,,,,,
42698,Mount Evans Surface Sample 2987 m,-105.60546,39.67812,,,,,,,,,,,
42699,Mount Evans Surface Sample 3048 m,-105.61139,39.67641,,,,,,,,,,,
42700,Mount Evans Surface Sample 3109 m,-105.59374,39.67229,,,,,,,,,,,
42701,Mount Evans Surface Sample 3170 m,-105.59666,39.66689,,,,,,,,,,,
42702,Mount Evans Surface Sample 3231 m,-105.60271,39.66169,,,,,,,,,,,
42703,Mount Evans Surface Sample 3292 m,-105.59725,39.65483,,,,,,,,,,,
42704,Mount Evans Surface Sample 3353 m,-105.60695,39.65185,,,,,,,,,,,
42705,Mount Evans Surface Sample 3414 m,-105.59669,39.65004,,,,,,,,,,,
42706,Mount Evans Surface Sample 3475 m,-105.59467,39.66513,,,,,,,,,,,
42707,Mount Evans Surface Sample 3536 m,-105.59255,39.64445,,,,,,,,,,,
42708,Mount Evans Surface Sample 3597 m,-105.59969,39.6448,,,,,,,,,,,
42709,Mount Evans Surface Sample 3658 m,-105.60592,39.63689,,,,,,,,,,,
42710,Mount Evans Surface Sample 3780m,-105.60009,39.62277,,,,,,,,,,,
42723,Brownington Pond,-72.14732,44.87839,,,,,,,,,,,
42729,Spectacle Pond (VT),-71.85041,44.79957,,,,,,,,,,,
1018,Churchill (Cole 1969),-94.10165,58.73903,,,,,,,,,,,
2969,Site 62-9 (Riegel 1965),-81.14167,25.32333,,,,,,,,,,,
3842,Site 62-8 (Riegel 1965),-81.13333,25.29667,,,,,,,,,,,
42854,Site 64-9H (Riegel 1965),-80.982,25.59502,,,,,,,,,,,
42855,Site 62-33b (Riegel 1965),-80.80725,25.32099,,,,,,,,,,,
42856,Site 62-25 (Riegel 1965),-80.97969,25.41752,,,,,,,,,,,
42857,Site 62-30 (Riegel 1965),-80.81667,25.235,,,,,,,,,,,
42858,Site 64-11 (Riegel 1965),-81.16207,25.51686,,,,,,,,,,,
42859,Site 64-22 (Riegel 1965),-80.92167,25.37,,,,,,,,,,,
42860,Site TB (Riegel 1965),-80.99424,25.43314,,,,,,,,,,,
42863,Site HR (Riegel 1965),-81.00894,25.41938,,,,,,,,,,,
42864,Site 64-E7 (Riegel 1965),-80.71056,25.6557,,,,,,,,,,,
