"","Time","MAT5180","MAT 86-15","WAPLS 51-80","WAPLS 86-15","WA5180","WA 86-15"
"177",56406,14.1526113552,14.6238335784,13.8200710720994,14.3837570771201,13.8200710721135,14.3837570771335
"178",56817,14.1998335872,14.6620002404,13.1951233309025,13.7671969247098,13.1951233309155,13.7671969247222
"179",57221,10.8819446456,11.4495001824,12.9610978763922,13.5596259773725,12.9610978764049,13.5596259773846
"180",57625,16.618666944,16.99594473,13.5248944352823,14.09404225904,13.5248944352959,14.0940422590529
"181",57831,16.618666944,16.99594473,13.4942267557095,14.0617815885654,13.494226755723,14.0617815885783
"182",58236,16.561389162,16.9967225,13.4698983111681,14.0356057214175,13.4698983111816,14.0356057214303
"183",59595,17.998500304,18.434555856,13.2489945948031,13.8209689494871,13.2489945948163,13.8209689494996
"184",59994,19.991111448,20.469833664,11.3162949913592,11.9206551423716,11.3162949913692,11.9206551423811
"185",60393,20.299778128,20.755222548,11.524027532986,12.1248898420524,11.5240275329963,12.1248898420622
"186",60791,16.4638891692,16.9235558226,10.2357839435247,10.853520423222,10.2357839435329,10.8535204232299
"187",61188,18.687000314,19.125611414,10.8987142101859,11.505045457693,10.8987142101952,11.5050454577019
"188",61584,18.262389204,18.77938919,10.3119854130329,10.9245595438196,10.3119854130412,10.9245595438276
"189",61981,16.334944724,16.82727805,10.5492951054602,11.1611476856483,10.5492951054689,11.1611476856567
"190",62387,13.7313335652,14.229055775,16.0360680797546,16.5876460818409,16.0360680797723,16.5876460818578
"191",62795,17.771333622,18.161055834,15.435463794056,16.0002198542918,15.4354637940728,16.0002198543077
