site.name,lat,long,51.8,86.15,Abies,Acer,Alnus rugosa,AlnusXC,Aquifoliaceae,Arceuthobium,Artemisia,Asteraceae,Betula,Brassicaceae,Carya,Caryophyllaceae,Castanea,Celtis,Cephalanthus,Chenopodiaceae/Amaranthaceae,Chrysolepis/Lithocarpus,Corylus,Cupressaceae,Cyperaceae,Dryas,Ephedra,Ericaceae,Fagus,Juglans,Larix/Pseudotsuga,Liquidambar,Minor Forbs,Myricaceae,Nyssa,Ostrya/Carpinus,Oxyria,Papaveraceae,Picea,Pinus diploxylon,Pinus haploxylon,Pinus undifferentiated,Plantaginaceae,Platanus,Poaceae,Populus,Prosopis,Pteridium,Quercus,Rosaceae,Salix,Sarcobatus,Sphagnum,Taxodium,Tilia,Total Fraxinus (sum of nigra/penn/undiff),Total Lycopodium,Tsuga undifferentiated,Ulmus
Site 5 (Heusser 1978),44.7,-123.9,9.813611275,10.41277795,1.01010101,0,0,88.88888889,0,0,0,0,6.060606061,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0
Site 6 (Heusser 1978),44.5,-123.8,10.23805572,10.77166685,0,0,0,80.80808081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,2.02020202,0,0,0,0,0,0,0,1.01010101,0,0,2.02020202,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,2.02020202,0
Site 7 (Heusser 1978),44.75,-123.78,9.813611275,10.41277795,0,0,0,79.7979798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,17.17171717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Site 8 (Heusser 1978),44.6,-123.75,9.813611275,10.41277795,1.020408163,0,0,91.83673469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06122449,0,0,0,0,0,0,0,1.020408163,0,0,1.020408163,0,0,1.020408163,0,0,0,0,0,0,0,0,0,0,0,0,1.020408163,0
Site 9 (Heusser 1978),44.6,-123.65,9.813611275,10.41277795,0,0,0,70.70707071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,3.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25252525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Site 10 (Heusser 1978),44.6,-123.6,9.813611275,10.41277795,1.01010101,0,0,80.80808081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,1.01010101,0,0,15.15151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Site 11 (Heusser 1978),44.55,-123.55,9.813611275,10.41277795,5.102040816,0,0,81.63265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.020408163,0,0,5.102040816,0,0,5.102040816,0,0,0,0,0,0,0,0,0,0,0,0,2.040816327,0
Site 12 (Heusser 1978),44.55,-123.5,10.70833355,11.28972243,25.25252525,0,0,45.45454545,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,10.1010101,0,0,15.15151515,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0
Site 13 (Heusser 1978),44.52,-123.55,9.813611275,10.41277795,1.01010101,0,0,83.83838384,0,0,1.01010101,0,0,0,0,0,0,0,0,1.01010101,0,0,1.01010101,0,0,0,0,0,0,2.02020202,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,8.080808081,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0
Site 15 (Heusser 1978),44.5,-123.5,11.24666687,11.77916688,0,0,0,85.85858586,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Site 16 (Heusser 1978),44.5,-123.48,11.24666687,11.77916688,1.01010101,0,0,90.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,5.050505051,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0
Site 17 (Heusser 1978),44.5,-123.45,11.24666687,11.77916688,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Site 18 (Heusser 1978),44.7,-123.48,10.70833355,11.28972243,1.01010101,0,0,54.54545455,0,0,1.01010101,0,0,0,0,0,0,0,0,1.01010101,0,0,1.01010101,0,0,0,0,0,0,2.02020202,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,29.29292929,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0
Site 19 (Heusser 1978),44.6,-123.4,10.70833355,11.28972243,1.01010101,0,0,16.16161616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,75.75757576,0,0,0,5.050505051,0,0,0,0,0,0,0,0,0,0
Site 20 (Heusser 1978),44.52,-123.3,10.70833355,11.28972243,1.01010101,0,0,38.38383838,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,2.02020202,0,0,0,0,0,0,5.050505051,0,0,0,0,0,0,0,1.01010101,0,0,5.050505051,0,0,35.35353535,0,0,0,10.1010101,0,0,0,0,0,0,0,0,1.01010101,0
Site 21 (Heusser 1978),44.55,-123.28,10.70833355,11.28972243,0,0,0,37.37373737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,57.57575758,0,0,0,3.03030303,0,0,0,0,0,0,0,0,0,0
Site 22 (Heusser 1978),44.52,-123.25,10.70833355,11.28972243,0,0,0,48.97959184,0,0,1.020408163,0,0,0,0,0,0,0,0,0,0,0,2.040816327,0,0,0,0,0,0,2.040816327,0,0,0,0,0,0,0,0,0,0,2.040816327,0,0,30.6122449,0,0,0,12.24489796,0,0,0,0,0,0,0,0,1.020408163,0
Site 23 (Heusser 1978),44.75,-123.25,10.70833355,11.28972243,0,0,0,12.12121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,2.02020202,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,78.78787879,0,0,0,5.050505051,0,0,0,0,0,0,0,0,0,0
Site 24 (Heusser 1978),44.72,-123.1,10.70833355,11.28972243,2.02020202,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,1.01010101,0,0,0,0,0,0,7.070707071,0,0,0,0,0,0,0,2.02020202,0,0,2.02020202,0,0,52.52525253,0,0,0,2.02020202,0,0,0,0,0,0,0,0,0,0
Site 25 (Heusser 1978),44.5,-122.9,9.98750016,10.49583353,0,0,0,51.51515152,0,0,1.01010101,0,0,0,0,0,0,0,0,1.01010101,0,0,1.01010101,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,41.41414141,0,0,0,2.02020202,0,0,0,0,0,0,0,0,0,0
Site 26 (Heusser 1978),44.35,-122.8,9.98750016,10.49583353,0,0,0,74.74747475,0,0,1.01010101,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,2.02020202,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,14.14141414,0,0,0,2.02020202,0,0,0,0,0,0,0,0,4.04040404,0
Site 28 (Heusser 1978),44.35,-122.65,9.98750016,10.49583353,0,0,0,74.74747475,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,2.02020202,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,20.2020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Site 29 (Heusser 1978),44.35,-122.55,9.98750016,10.49583353,1.01010101,0,0,71.71717172,0,0,1.01010101,0,0,0,0,0,0,0,0,1.01010101,0,0,3.03030303,0,0,0,0,0,0,4.04040404,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,12.12121212,0,0,0,1.01010101,0,0,0,0,0,0,0,0,4.04040404,0
Site 30 (Heusser 1978),44.4,-122.45,8.052777903,8.560277935,0,0,0,65.625,0,0,1.041666667,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,26.04166667,0,0,0,1.041666667,0,0,0,0,0,0,0,0,0,0
Site 31 (Heusser 1978),44.4,-122.35,8.052777903,8.560277935,1.01010101,0,0,52.52525253,0,0,1.01010101,0,0,0,0,0,0,0,0,1.01010101,0,0,5.050505051,0,0,0,0,0,0,3.03030303,0,0,0,0,0,0,0,0,0,0,2.02020202,0,0,27.27272727,0,0,0,1.01010101,0,0,0,0,0,0,0,0,6.060606061,0
Site 32 (Heusser 1978),44.35,-122.25,8.052777903,8.560277935,5.050505051,0,0,21.21212121,0,0,1.01010101,0,0,0,0,0,0,0,0,1.01010101,0,0,5.050505051,1.01010101,0,0,0,0,0,10.1010101,0,0,0,0,0,0,0,1.01010101,0,0,12.12121212,0,0,20.2020202,0,0,0,1.01010101,0,0,0,0,0,0,0,0,21.21212121,0
Site 33 (Heusser 1978),44.4,-122.2,8.052777903,8.560277935,5.050505051,0,0,25.25252525,0,0,2.02020202,0,0,0,0,0,0,0,0,1.01010101,0,0,5.050505051,0,0,0,0,0,0,8.080808081,0,0,0,0,0,0,0,3.03030303,0,0,15.15151515,0,0,20.2020202,0,0,0,1.01010101,0,0,0,0,0,0,0,0,14.14141414,0
Site 34 (Heusser 1978),44.42,-122.15,8.052777903,8.560277935,3.03030303,0,0,5.050505051,0,0,1.01010101,0,0,0,0,0,0,0,0,1.01010101,0,0,1.01010101,0,0,0,0,0,0,20.2020202,0,0,0,0,0,0,0,1.01010101,0,0,45.45454545,0,0,1.01010101,0,0,0,1.01010101,0,0,0,0,0,0,0,0,20.2020202,0
Site 35 (Heusser 1978),44.4,-122.1,8.052777903,8.560277935,15.15151515,0,0,5.050505051,0,0,1.01010101,0,0,0,0,0,0,0,0,1.01010101,0,0,2.02020202,1.01010101,0,0,0,0,0,20.2020202,0,0,0,0,0,0,0,5.050505051,0,0,41.41414141,0,0,3.03030303,0,0,0,0,0,0,0,0,0,0,0,0,5.050505051,0
Site 36 (Heusser 1978),44.4,-122.05,8.052777903,8.560277935,14.14141414,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,3.03030303,0,0,0,0,0,0,0,4.04040404,0,0,71.71717172,0,0,2.02020202,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303,0
Site 37 (Heusser 1978),44.42,-121.95,5.744444526,6.250833463,10.1010101,0,0,2.02020202,0,0,1.01010101,0,0,0,0,0,0,0,0,1.01010101,0,0,3.03030303,0,0,0,0,0,0,13.13131313,0,0,0,0,0,0,0,0,0,0,65.65656566,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303,0
Site 38 (Heusser 1978),44.42,-121.9,5.744444526,6.250833463,0,0,0,2.02020202,0,0,1.01010101,0,0,0,0,0,0,0,0,1.01010101,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.91919192,0,0,3.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Site 39 (Heusser 1978),44.4,-121.8,5.744444526,6.250833463,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Site 40 (Heusser 1978),44.25,-121.75,5.744444526,6.250833463,1.020408163,0,0,2.040816327,0,0,4.081632653,0,0,0,0,0,0,0,0,1.020408163,0,0,10.20408163,0,0,0,0,0,0,1.020408163,0,0,0,0,0,0,0,1.020408163,0,0,71.42857143,0,0,5.102040816,0,0,0,0,0,0,0,0,0,0,0,0,3.06122449,0
Site 41 (Heusser 1978),44.2,-121.6,5.744444526,6.250833463,2.040816327,0,0,1.020408163,0,0,3.06122449,0,0,0,0,0,0,0,0,1.020408163,0,0,30.6122449,0,0,0,0,0,0,1.020408163,0,0,0,0,0,0,0,1.020408163,0,0,45.91836735,0,0,10.20408163,0,0,0,0,0,0,0,0,0,0,0,0,4.081632653,0
Site 42 (Heusser 1978),44.2,-121.48,8.308333498,8.870833516,2.083333333,0,0,1.041666667,0,0,6.25,0,0,0,0,0,0,0,0,2.083333333,0,0,23.95833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041666667,0,0,55.20833333,0,0,5.208333333,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0
Site 43 (Heusser 1978),44.2,-121.35,8.308333498,8.870833516,0,0,0,1.052631579,0,0,11.57894737,0,0,0,0,0,0,0,0,7.368421053,0,0,52.63157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052631579,0,0,12.63157895,0,0,11.57894737,0,0,0,0,0,0,0,0,0,0,0,0,2.105263158,0
Site 44 (Heusser 1978),44.2,-121.25,8.308333498,8.870833516,1.052631579,0,0,1.052631579,0,0,10.52631579,0,0,0,0,0,0,0,0,5.263157895,0,0,47.36842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052631579,0,0,26.31578947,0,0,5.263157895,0,0,0,0,0,0,0,0,0,0,0,0,2.105263158,0
Site 45 (Heusser 1978),44.2,-121.15,8.308333498,8.870833516,1.041666667,0,0,2.083333333,0,0,5.208333333,0,0,0,0,0,0,0,0,3.125,0,0,50,1.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041666667,0,0,27.08333333,0,0,7.291666667,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333,0
Site 46 (Heusser 1978),44.25,-121,7.350277904,7.916111254,1.030927835,0,0,3.092783505,0,0,10.30927835,0,0,0,0,0,0,0,0,5.154639175,0,0,51.54639175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.030927835,0,0,15.46391753,0,0,11.34020619,0,0,0,0,0,0,0,0,0,0,0,0,1.030927835,0
Site 47 (Heusser 1978),45.5,-121.92,6.844166781,7.340000133,3.06122449,0,0,59.18367347,0,0,1.020408163,0,0,0,0,0,0,0,0,1.020408163,0,0,2.040816327,0,0,0,0,0,0,3.06122449,0,0,0,0,0,0,0,0,0,0,15.30612245,0,0,10.20408163,0,0,0,0,0,0,0,0,0,0,0,0,5.102040816,0
Site 49 (Heusser 1978),45.55,-121.89,8.110833456,8.5830557,16.16161616,0,0,35.35353535,0,0,2.02020202,0,0,0,0,0,0,0,0,1.01010101,0,0,1.01010101,0,0,0,0,0,0,5.050505051,0,0,0,0,0,0,0,0,0,0,14.14141414,0,0,5.050505051,0,0,0,0,0,0,0,0,0,0,0,0,20.2020202,0
Site 50 (Heusser 1978),45.55,-121.88,8.110833456,8.5830557,8.695652174,0,0,5.434782609,0,0,1.086956522,0,0,0,0,0,0,0,0,1.086956522,0,0,0,2.173913043,0,0,0,0,0,5.434782609,0,0,0,0,0,0,0,1.086956522,0,0,5.434782609,0,0,3.260869565,0,0,0,0,0,0,0,0,0,0,0,0,66.30434783,0
Site 51 (Heusser 1978),45.55,-121.87,8.110833456,8.5830557,4.054054054,0,0,35.13513514,0,0,4.054054054,0,0,0,0,0,0,0,0,1.351351351,0,0,1.351351351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351351351,0,0,35.13513514,0,0,6.756756757,0,0,0,0,0,0,0,0,0,0,0,0,10.81081081,0
Site 52 (Heusser 1978),45.12,-121.86,6.844166781,7.340000133,5.319148936,0,0,27.65957447,0,0,2.127659574,0,0,0,0,0,0,0,0,1.063829787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063829787,0,0,42.55319149,0,0,10.63829787,0,0,0,0,0,0,0,0,0,0,0,0,9.574468085,0
Site 53 (Heusser 1978),45.52,-121.85,8.110833456,8.5830557,7.070707071,0,0,20.2020202,0,0,3.03030303,0,0,0,0,0,0,0,0,1.01010101,0,0,1.01010101,34.34343434,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,20.2020202,0,0,5.050505051,0,0,0,0,0,0,0,0,0,0,0,0,7.070707071,0
Upper Satsop Lakes 2,47.423885,-123.510255,9.486111262,10.12305574,20.22022022,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.002002002,0,0,0,1.001001001,0,0,3.003003003,0,0,0,0,0,0,0,1.001001001,0,0,4.004004004,0,0,1.001001001,0,0,0,0,0,1.001001001,0,0,0,0,0,0,55.65565566,0
Wynoochee Valley,47.37884,-123.61357,9.486111262,10.12305574,6.224489796,1.020408163,0,15.51020408,0,0,1.020408163,0,0,0,0,0,0,0,0,0,0,0,1.020408163,1.020408163,0,0,1.020408163,0,0,15.51020408,0,0,0,0,0,0,0,1.020408163,0,0,1.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.6122449,0
East Fork Humptulips River,47.3,-123.7,9.486111262,10.12305574,4.195804196,0.999000999,0,27.07292707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.194805195,0,0,0,0,0,0,0,2.097902098,0,0,4.195804196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.24375624,0
West Fork Humptulips River,47.2,-123.8,9.486111262,10.12305574,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
North Bay,47.05,-124.08,9.579166826,10.22666681,0,0,0,21.41095215,0,0,15.5402072,0,0,0,0,0,0,0,0,21.41095215,0,0,0.641341885,0,0,0,0.641341885,0,0,0,0,0,0.641341885,0,0.641341885,0,0,0.641341885,0,0,0.641341885,3.897385298,0,5.426739023,0,0,0,0,0,15.5402072,0,0,0,0,0.641341885,0,12.28416379,0
Baker Prairie,47.2,-124.04,9.579166826,10.22666681,4.166666667,0,0,53.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.208333333,0,0,0,0,0,0,0,0,0,0,3.125,0,0,34.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Moclips River 1,47.25,-124.02,9.579166826,10.22666681,0,0,0,47.57281553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970873786,0,0,0.970873786,0,0,0.970873786,0,0,4.854368932,0,0,0,0,0.970873786,0,0,24.27184466,0,0,0.970873786,0,0,0,0,0,0,0,0,0,0,0,0,18.44660194,0
Upper Moclips River 2,47.3,-123.95,9.486111262,10.12305574,0,0,0,68.42105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052631579,0,0,0,0,0,0,1.052631579,0,0,1.052631579,0,0,0,0,0,0,0,16.84210526,0,0,6.315789474,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0
Upper Moclips River 3,47.35,-123.8,9.486111262,10.12305574,11.61161161,0,0,16.81681682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.102102102,2.102102102,0,0,2.102102102,0,0,2.102102102,0,0,0,0,0,0,0,2.102102102,0,0,4.204204204,0,0,2.102102102,0,0,0,0,0,0,0,0,0,0,0,0,54.75475475,0
Humptulips 1,47.45,-123.84,9.486111262,10.12305574,5.094905095,0,0,44.35564436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999000999,0.999000999,0,0,0,0,0,7.092907093,0,0,0,0,0,0,0,5.094905095,0,0,6.093906094,0,0,0.999000999,0,0,0,0,0,0,0,0,0,0,0,0,29.27072927,0
Humptulips 2,47.5,-123.85,9.486111262,10.12305574,1,0,0,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Humptulips 3,47.55,-123.6,8.130277907,8.780000146,3.067484663,0,0,45.39877301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.304703476,0,0,0,0,0,0,8.282208589,0,0,0,0,0,0,0,4.08997955,0,0,1.022494888,0,0,4.08997955,0,0,0,0,0,1.022494888,0,0,0,0,0,0,23.72188139,0
Quinault Ridge,47.58,-124.25,8.763611249,9.407500146,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willaby Creek,47.6,-124.22,8.763611249,9.407500146,0.980392157,0,0,61.76470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980392157,0,0,0,1.960784314,0,0,0,0,0,0.980392157,0,0,0,0,14.70588235,0,0,3.921568627,0,0,0.980392157,0,0,0,0,0,0,0,0,0,0,0,0,13.7254902,0
July Creek,47.6,-124.25,8.763611249,9.407500146,4.444444444,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222222222,1.111111111,0,0,3.333333333,0,0,1.111111111,0,0,0,0,0,0,0,8.888888889,0,0,2.222222222,0,0,1.111111111,0,0,0,0,0,0,0,0,0,0,0,0,31.11111111,0
Irely Lake,47.65,-124,8.130277907,8.780000146,1,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
Kalaloch 1,47.3,-124.3,9.579166826,10.22666681,2.040816327,0,0,68.36734694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.20408163,0,0,0,0,0,0,0,0,0,2.040816327,0,0,0,0,3.06122449,0,0,2.040816327,0,0,2.040816327,0,0,0,0,0,0,0,0,0,0,0,0,10.20408163,0
Kalaloch 2,47.7,-124.35,8.763611249,9.407500146,1.052631579,0,0,38.94736842,0,0,1.052631579,0,0,0,0,0,0,0,0,0,0,1.052631579,9.473684211,12.63157895,0,0,1.052631579,0,0,1.052631579,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,1.052631579,0,0,0,0,0,0,0,0,0,0,0,0,27.36842105,0
Kalaloch 3,47.73,-124.12,8.763611249,9.407500146,6.230847804,0,0,12.56384065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.779366701,6.435137896,0,0,1.225740552,0,0,1.225740552,0,0,0,0,0,0,0,1.225740552,0,0,5.005107252,0,0,6.230847804,0,0,0,0,0,0,0,0,0,0,0,0,56.07763023,0
Queets River,47.75,-124.09,8.763611249,9.407500146,2.251791198,2.251791198,0,17.91197544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.251791198,23.64380757,0,0,0,0,0,0,0,0,0,0,0,0,0,2.251791198,0,0,4.503582395,0,0,2.251791198,0,0,0,0,0,0,0,0,0,0,0,0,42.68167861,0
Steamboat Creek,47.78,-124.1,8.763611249,9.407500146,2.05338809,0,0,41.88911704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.32443532,0,0,0,2.05338809,0,0,2.05338809,0,0,0,0,0,0,0,2.05338809,0,0,2.05338809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.51950719,0
Cedar Creek,47.1,-124.1,9.579166826,10.22666681,1.216814159,0,0,54.42477876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.216814159,0,0,0,0,0,0,1.216814159,0,0,0,0,0,0,0,1.216814159,0,0,1.216814159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.49115044,0
Mount Octopus 1,47.8,-124.05,8.763611249,9.407500146,0,0,0,96.93877551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.020408163,1.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Octopus 2,47.75,-124,8.130277907,8.780000146,2.040816327,0,0,74.48979592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.040816327,0,0,0,0,0,0,2.040816327,0,0,0,0,0,0,0,2.040816327,0,0,2.040816327,0,0,11.2244898,2.040816327,0,0,0,0,2.040816327,0,0,0,0,0,0,0,0
Hoh River 1,47.82,-124.25,8.763611249,9.407500146,1.515151515,0,0,18.93939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.51515152,0,0,1.515151515,0,0,0,0,0,0,0,0,0,0,1.515151515,0,0,30.3030303,0,0,1.515151515,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,0
Hoh River 3,47.83,-124.55,9.623611279,10.2594446,2.105263158,0,0,76.84210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105263158,0,0,2.105263158,2.105263158,0,5.263157895,0,0,0,0,0,0,0,0,0,0,0,0,7.368421053,0
Hoh River 4,47.85,-124.67,9.623611279,10.2594446,0,0,0,27.31906218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.140672783,0,0,0,2.140672783,0,0,0,0,0,0,0,0,0,0,5.300713558,0,0,2.140672783,0,0,0,0,0,0,0,0,2.140672783,0,0,0,0,0,0,58.81753313,0
Hoh River 5,48,-124.45,8.763611249,9.407500146,3.03030303,0,0,25.25252525,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,1.01010101,0,0,1.01010101,0,0,23.23232323,0,0,0,0,5.050505051,0,0,4.04040404,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,34.34343434,0
Hoh-Bogachiel Divide 1,48.22,-124.7,9.403055724,10.06000019,2,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,4,0,0,2,0,0,0,0,0,0,0,16,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0
Hoh-Bogachiel Divide 2,48.2,-124.5,8.275555706,8.919444597,2.127659574,0,0,15.95744681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.95744681,0,0,0,0,0,2.127659574,0,0,0,0,0,0,0,12.76595745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.06382979,0
La Push,48.5,-124.8,9.403055724,10.06000019,2.040816327,0,0,66.32653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.040816327,0,0,0,0,0,0,2.040816327,0,0,0,0,0,0,0,5.102040816,0,0,2.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.40816327,0
Mora,48.2,-124.15,8.275555706,8.919444597,0,2.325581395,0,0,0,0,2.325581395,0,0,0,2.325581395,0,0,0,0,69.76744186,0,0,0,0,0,0,2.325581395,0,2.325581395,2.325581395,0,0,0,0,9.302325581,0,0,0,0,0,0,0,0,0,0,0,0,2.325581395,0,0,0,0,0,0,2.325581395,0,0,2.325581395
Wentworth Lake,48.00985,-124.530695,9.403055724,10.06000019,17.85714286,0,0,22.32142857,0,0,0,0,0,0,0,0,0,0,0,0,0,1.785714286,1.785714286,13.39285714,0,0,0,0,0,4.464285714,0,0,0,0,0,0,0,2.678571429,0,0,0,0,0,0.892857143,0,0,0,0,0,2.678571429,0,0,0,0,0,0,32.14285714,0
